,Date,User,Tweet,Likes,Comments,Retweets,Views
88,2022-10-24 20:20:13+00:00,TheKnowledgeHou,"Interested in scholarships and internships? Join us Monday the 7th, where we examine how you can get started and #ExpandOpportunity in our monthly KKCF Workshop!
.
To RSVP: https://t.co/aPLYoBeNxP
To help support our fellows, check out our website

#ExpandOpportunity #TKHFC2022 https://t.co/SSMURWuokt",1,0,0,
89,2022-10-22 18:01:46+00:00,TheKnowledgeHou,"Our 2022 #AlumniSummit went incredibly well! We met with so many #Alumni - some who graduated years ago and others who just completed the program this year. We can’t wait for the next time we get together!

#ExpandOpportunity #StudentReunion #Networking #Bronx https://t.co/fJxb7FL2Ad",3,0,0,
90,2022-10-21 18:03:06+00:00,TheKnowledgeHou,"We had a great time at our #​​Anniversary yesterday! Shout out to Sankofa Haus, Chocobar Cortes, Tasmanian Tiger &amp; @shinjuwhisky 
If interested in sponsoring or donating to #TheGreatRestoration, check out our website!
#ExpandOpportunity #TKHFC2022 #TKHAnniversary #BronxEvents https://t.co/hNHl4zAhqu",1,0,0,
91,2022-10-20 19:01:39+00:00,TheKnowledgeHou,"This fall, TKH is launching a public #campaign to raise $2,500,000 toward supporting our Fellows. With your partnership, #technologists in #NYC, #Newark, #Atlanta, and #LosAngeles will receive an opportunity of a lifetime.

#ExpandOpportunity #nonprofit #TechTalent #POC https://t.co/bboC0fvFEm",1,0,0,
92,2022-10-20 19:01:39+00:00,TheKnowledgeHou,"In response to the employment needs of America’s tech sector and #CommunitiesOfColor, TKH has embarked on a national expansion effort to reach job seekers where demand for #tech workers has increased.

#ExpandOpportunity #nonprofit #TechTalent #POC https://t.co/HZR8cOOoPq",1,0,0,
93,2022-10-19 21:58:21+00:00,TheKnowledgeHou,"The Knowledge House is hiring!
Check out our website  to #learn more about are open roles. Please share widely! ⬆️

#ExpandOppotunity #hiring #jobs #jobsearch #JobHunting #jobseeker #career #jobopportunity https://t.co/DHod4rPgnU",1,0,1,
94,2022-10-07 18:01:52+00:00,TheKnowledgeHou,"We are here to serve! Supporting our #Fellows includes providing an evening schedule to accommodate folks who have to work. 
#ExpandOpportunity #DataScience #Innovation #fellowship https://t.co/PU3yeShGW7",2,0,1,
95,2022-10-06 20:59:34+00:00,TheKnowledgeHou,"Nickala Epps, our Manager of Student Success, is this month's #StaffofTheMonth, and has been an inspiration for our students!
She is a ray of sunshine every day. Thank you, Nickala, for always being the #MVP employee.
#ExpandOpportunity #EmployeeAppreciation #workfamily https://t.co/91Zdb7WgIT",1,0,0,
96,2022-10-04 21:44:50+00:00,TheKnowledgeHou,"Our #Fellows come to us with a range of experience in tech, from total beginner to already having experience in #html, #css, or #javascript. Through it all, we encourage our students to learn and motivate each other to do better.

#ExpandOpportuntiy #KKCF #LA https://t.co/qFJie0GSBi",3,0,0,
97,2022-10-03 21:30:23+00:00,TheKnowledgeHou,"#NationalTechiesDay!
#Tech is an integral part of our lives, and there are many careers in the #technology industry for jobseekers without a degree!
Here are some high-paying #TechJobs you can get without a college degree.
#ExpandOpportunity #TKH https://t.co/CYKHWKUclM",0,0,0,
98,2022-09-30 19:17:27+00:00,TheKnowledgeHou,"Shoutout to our #KKCFNewark Fellows! As Fernand said, “be consistent and do not let your work accumulate.” I think we can ALL learn from that, whether that be #tech or in life.

#ExpandOpportuntiy #LearntoCode #HTML #CSS #Javascript https://t.co/q6TgNuniVy",1,0,0,
99,2022-09-29 19:02:08+00:00,TheKnowledgeHou,"The Knowledge House is hiring!
Check out our website or this link: https://t.co/q17cqbokyc
to #learn more about our open roles. Please share widely! ⬆️

#ExpandOppotunity #hiring #jobs #jobsearch #JobHunting #jobseeker #career #jobopportunity https://t.co/PVeX5aLuJT",0,0,1,
100,2022-09-26 19:45:10+00:00,TheKnowledgeHou,"“Coding allows you to program in any way comfortable to you. Use that to your advantage and create something great.” Check out what Jalen and  Tanjila, #NYC fellows, had to say upon completing summer instruction.
#ExpandOpportuntiy #FreeTech #UXUI #Javascript https://t.co/BaTO7slAdS",1,0,0,
101,2022-09-23 20:26:12+00:00,TheKnowledgeHou,"Investing in a Fellow is just one of the many ways to support our mission in #ClosingTheDigitalDivide &amp; #ExpandingOpportunity for those in our community and beyond. Consider joining Ryan and supporting our Fellows by making an investment today.

#RetainingTalent #TechTalent #POC https://t.co/bnTIc1yOOS",2,0,0,
102,2022-09-20 19:30:27+00:00,TheKnowledgeHou,"Our monthly #KKCF College &amp; Career #Workshops are back and open to the public! Register today: https://t.co/aPLYoBeNxP
The next one is October 3rd. That's less than two weeks, so get your tickets now!

#ExpandOpportunity #CareerChangers #Techcareers #TechWorkshops https://t.co/9aY3AAnf7t",0,0,0,
103,2022-09-16 17:00:14+00:00,TheKnowledgeHou,"@Logitech is launching a new blog series featuring “Women Who Master,” to highlight women who are impacting, innovating and leading in #STEM fields! Thank you so much for including our CEO in this project! 
#WomenWhoMaster #Logitech #WomeninTech #ExpandOpportunity #POC https://t.co/Qo1ZYS9VfL",1,0,0,
104,2022-09-15 19:10:05+00:00,TheKnowledgeHou,"Edward here is actually one of our first #LA Fellows and we are so proud of how far he came. We hope for fellows like him to #ExpandOpportunities for themselves in the #techworld. 
#LosAngeles #TechProgram #TKHLA #HHM #HispanicHeritageMonth https://t.co/fATkNlYP7X",2,0,0,
105,2022-09-14 19:30:20+00:00,TheKnowledgeHou,"Our 2021-2022 #Innovation Fellows have graduated! Here’s a highlight of some reflections from the new #TKHAlumni.
Check out our #youtube channel for the full video.
↪️: https://t.co/DTOu7HB4ff
#ExpandOpportunity #Graduation #KnowledgePays",1,0,0,
106,2022-09-10 19:00:54+00:00,TheKnowledgeHou,"Let’s give them a round of applause! 👏 
#ExpandOpportunity #Innovation #IF2022 #tech https://t.co/3Tt6ry1HCv",0,0,0,
107,2022-09-10 18:40:18+00:00,TheKnowledgeHou,"We are so proud of our fellows for moving on to the next phase of their journeys!
#ExpandOpportunity #Innovation #IF2022 #tech https://t.co/8Ta6c3jTjs",0,0,0,
108,2022-09-09 17:20:43+00:00,TheKnowledgeHou,"TKH would like to shout out our #StaffoftheMonth, Cesar Cruz! 
As the Community Engagement and Outreach Specialist for #TKHLA, he has been a critical addition for building partnerships in the city.  

#ExpandOpportunity #EmployeeSpotlight #EmployeeoftheMonth #employee #staff https://t.co/hDRSGlgX5E",1,0,0,
109,2022-09-08 18:02:55+00:00,TheKnowledgeHou,"We are so proud of these #KKCF Fellows who were accepted into the Google’s Code Next Program in #NYC! We can’t wait to hear about your experience as you continue your #tech journey. Congratulations!

#ExpandOpportunity #CodingProgram #CodeNext #Google https://t.co/y5hv744I3S",1,0,0,
110,2022-09-06 19:45:15+00:00,TheKnowledgeHou,"We had such a great time at #FieldDay! Thank you to all of the #Innovation Fellows and staff who came out.
#ExpandOpportuntiy #fieldday2022 #community https://t.co/jYQ51ZT7SJ",1,0,0,
111,2022-09-01 20:10:13+00:00,TheKnowledgeHou,"The #transferableskills you develop will always be there for you, helping you adapt, change, and grow professionally. Here are some key skills that transfer to tech. 
#ExpandOpportunity #resume #resumebuilding #tech #techcareer https://t.co/ecKtI6jv63",1,0,0,
112,2022-08-31 18:00:22+00:00,TheKnowledgeHou,"“They can’t become what they can’t see” - Sergio Rosas, CEO &amp; Founder of @nextshiftlearn 
TKH believes we have to spread the wealth not just for ourselves but also to others to get closer to closing the gap. 
#POC #blackfuturesmatter #nonprofit #Techtok #TechCareers https://t.co/JqP21VqAUt",1,0,0,
113,2022-08-30 18:02:48+00:00,TheKnowledgeHou,"The Knowledge House is thrilled to have received a grant from the @MSIFoundation! 
Thank you, Motorola Solutions Foundation, for supporting our programs dedicated to #ClosingTheDigitalDivide in all communities.  

#MotoSolutionsCares #ExpandOpportunity https://t.co/tGZm4gTM3V",3,0,0,
114,2022-08-26 18:02:59+00:00,TheKnowledgeHou,"At TKH, we understand that women of color don't get the same opportunities &amp; accolades as men. In fact, studies have shown that many achievements made by women go unnoticed, even more so in the tech industry. 

#ExpandOpportunity #POC #WomeninTech #nationalwomensequalityday https://t.co/xVggS9aSKe",1,0,0,
115,2022-08-25 21:50:37+00:00,TheKnowledgeHou,"Attention TKH Alumni, new &amp; old! We need you for our documentary! Digital Bodega will create a short documentary that will explore how TKH has become an invaluable resource for the community!
Email media@theknowledgehouse.org!
#ExpandOpportunity #InnovationFellowship #KKCF https://t.co/e485uLeWvQ",1,0,0,
116,2022-08-23 20:30:17+00:00,TheKnowledgeHou,"Here are some more placements! Our 2021-2022 #Innovation Fellows are one phase from #graduation and are in the process of securing internships &amp; jobs! Congrats!

#ExpandOpportunity #IF2022 #tech #equity #KnowledgePays https://t.co/rdFA0YLk2j",1,0,0,
117,2022-08-22 21:45:00+00:00,TheKnowledgeHou,"As the summer session for KKCF comes to an end, let’s take a look back to before the students started! 
#ExpandOpportunity #tech #Newark #KnowledgePays #NJ https://t.co/hnlBPviu8j",1,0,0,
118,2022-08-19 18:30:20+00:00,TheKnowledgeHou,"Know your limits, find your rhythm, and get to work. You’ll find yourself feeling less distracted and more productive if you force yourself to have distinct timeframes for work and breaks. 

#ExpandOpportunity #productivity #google #people #leadership https://t.co/9hzuUt7YJ1",2,0,0,
119,2022-08-18 18:05:04+00:00,TheKnowledgeHou,"It’s never too late to figure out what you want to do for a career. Here's some advance from Hassan Thomas, Cloud Program Manager at Google, and check out the full video of our “Lunch &amp; Learn"" with #Google on Youtube! 

#ExpandOpportunity #Volunteer #VolunteerOpportunity https://t.co/hrjeRFwYpN",1,0,0,
120,2022-08-17 21:29:06+00:00,TheKnowledgeHou,"With this year's Fellowship campaign coming up, we’d like to thank and highlight our 2021 Fellowship Campaign sponsors for helping us exceed our goal last year. 
#ExpandOpportunity #NationalNonprofitDay #Tech #POC #Nonprofit https://t.co/srYPi1dSLE",0,0,0,
121,2022-08-16 20:02:02+00:00,TheKnowledgeHou,"We're introducing Michael Francois, a 2021 #WebDevelopment Fellow.
""I hope to continue to learn and find new challenges to build my skills to the highest level.""
#ExpandOpportunity #internship #student #Spotlight #StudentSpotlight https://t.co/5vo7k4HIJd",1,0,0,
122,2022-08-13 18:01:25+00:00,TheKnowledgeHou,"August is Black Philanthropy Month (BPM), and TKH will be recognizing and celebrating Black philanthropists and community leaders.

#ExpandOpportunity #POC #blackfuturesmatter #nonprofit #blackphilanthropy #blackphilanthropymonth https://t.co/nBx0dc4llu",1,0,0,
123,2022-08-12 17:30:46+00:00,TheKnowledgeHou,"We're excited to be working with @Snap to #ExpandOpportunity to our new cohort of aspiring #technologists in #LA.

#LosAngeles #Tech #TechProgram #TKHLA #KnowledgePays https://t.co/wupCxTAyQG",1,0,0,
124,2022-08-10 19:45:16+00:00,TheKnowledgeHou,"As online interviewing becomes normalized, it's important for #jobseekers to prepare for #virtualinterviews. Here are some great tips to get started.

#ExpandOpportunity #interviewtips #interviewpreparation #interviewadvice #POC https://t.co/ABoUK66f0a",1,0,0,
125,2022-08-05 18:02:31+00:00,TheKnowledgeHou,"Let’s give it up for Jessye Herrell, our Manager of Curricula &amp; Instruction here at #TKH, who is July’s #StaffSpotlight! Jessye is highly reliable and resourceful. She is a true asset to our organization! 

#EmployeeSpotlight #EmployeeoftheMonth #staff #employee #StaffoftheMonth https://t.co/PkjusrQ1Bg",3,0,0,
126,2022-08-04 17:10:59+00:00,TheKnowledgeHou,"As we continue summer instruction for our current #KKCF cohort across the nation, we asked our students to talk about what they’re excited to learn. Here’s what our #LA Fellows had to say. 

#ExpandOpportunity #LAStudents #LosAngeles #TechinLA #KnowledgePays https://t.co/iuQPjDCBEK",1,0,0,
127,2022-07-28 18:00:41+00:00,TheKnowledgeHou,"Let’s look back to another group’s #capstone project. These students are currently in major tech companies or tech adjacent roles!

#ThrowbackThursday #TBT #ExpandOpportunity #StudentProjects #CodingProjects #tech #FreeCoding #IF2021 https://t.co/177haHN9pt",2,0,0,
128,2022-07-27 18:03:03+00:00,TheKnowledgeHou,"Your pitch can make or break your chances of getting noticed by a recruiter. Here are some tips for creating a great #elevatorpitch. 

#ExpandOpportunity #career #strategy #pitch #job #interviews #coverletters #resumes https://t.co/8demAnY5Xj",3,0,1,
129,2022-07-26 19:00:07+00:00,TheKnowledgeHou,"Here’s what another #NY Fellows had to say.

#ExpandOpportunity #NYStudents #2022NY #KnowledgePays https://t.co/ROMQhXqSPR",2,0,0,
130,2022-07-26 18:00:06+00:00,TheKnowledgeHou,"As we continue summer instruction for our current #KKCF cohort across the nation, we asked our students to talk about what they’re excited to learn. 

#ExpandOpportunity #NYStudents #2022NY #KnowledgePays https://t.co/5OOnp6mFvJ",2,0,0,
131,2022-07-25 19:01:16+00:00,TheKnowledgeHou,"Our 2nd annual Hackathon was so successful! Shout out to Matthew Newton, Engineering Manager @Bloomberg, Obioma Richardson, Founder @WatchHerWinNY &amp; the rest of the team for all of your work to bring the #HackOfKnowledge to life! 
https://t.co/EVOCkACwdD 
#ExpandOpportunity #tech https://t.co/s1pQPVsfne",4,0,0,
132,2022-07-22 20:00:28+00:00,TheKnowledgeHou,Here’s what another #KKCFATL Fellow had to say. #ExpandOpportunity #tech #TechinATL #KnowledgePays https://t.co/wf88Q7XmrS,1,0,0,
133,2022-07-22 19:40:10+00:00,TheKnowledgeHou,We’re so excited to see what our Fellows learn throughout this program and we especially love the enthusiasm for the #skills they learn with #KKCFATL! #ExpandOpportunity #tech #TechinATL #KnowledgePays https://t.co/XOMidBGRuI,1,0,0,
134,2022-07-20 19:05:12+00:00,TheKnowledgeHou,"Time for another #StudentSpotlight! We're introducing Digonto Barua, a 2021-2022 #DataScience Fellow. Digonto is super helpful with helping Fellows understand what is going on in class and takes the time to explain. 

#ExpandOpportunity #internship #student https://t.co/GGSmguRftG",1,0,0,
135,2022-07-19 20:55:15+00:00,TheKnowledgeHou,"Throwing it back to a Fellows' #capstone project! This project is the culmination of our students' work before they head into placements.

#ThrowbackTuesday #ExpandOpportunity #StudentProjects #CodingProjects #tech #FreeCoding https://t.co/TraGqnJadG",0,0,0,
136,2022-07-15 18:02:57+00:00,TheKnowledgeHou,"Our 2021-2022 #Innovation Fellows are 1 phase from #graduation &amp; in process of securing internships!
Congrats to those who have been placed so far! 🥳Continue to propel yourselves &amp; #ExpandOpportunity as you move through this next endeavor in the #tech industry.
#KnowledgePays https://t.co/SBojK0YdE4",0,0,0,
137,2022-07-14 18:00:12+00:00,TheKnowledgeHou,"Summer instruction for our first #KKCFATL cohort has come to an end. Our new #fellows had incredible things to say about how they feel about the program &amp; are offering advice for future #technologists.
#ExpandOpportunity #ATL #TechinATL #Atlanta #KnowledgePays #Volunteer #TKHATL https://t.co/xSRdUjQtrH",0,0,0,
138,2022-07-12 19:30:09+00:00,TheKnowledgeHou,"As part of the TKH Fellowship, students are supported in the preparation for certifications and they are fully funded so our Fellows are able to enhance their resumes and skillsets without barriers!

#ExpandOpportunity #IT #ITCertification #Google #datascience https://t.co/qr9A943j3Y",0,0,2,
139,2022-07-08 18:00:19+00:00,TheKnowledgeHou,"We are excited to share that The Knowledge House has officially started #programming in #Atlanta! Thank you to all of our ATL partners and staff who made our start possible.

Be sure to stay tuned!

#ExpandOpportunity #ATL #TechinATL #KnowledgePays #Volunteer #TKHATL https://t.co/79lwLu6wEK",2,0,1,
140,2022-07-07 19:29:21+00:00,TheKnowledgeHou,"Meet our next #studentspotlight, 2021 #DataScience Fellow Edward Torres!
""I have aspirations of continuing my education &amp; receiving my masters in Statistics. I hope to use my statistical skills to achieve a successful career in Data Science &amp; Statistics.""
#ExpandOpportunity #tech https://t.co/ybMhwhjsvL",1,0,0,
141,2022-07-06 18:24:26+00:00,TheKnowledgeHou,"""We want to make sure we are providing access to technology and opportunities to youth all across America starting right here in #Newark."" - Constance Barnes, Founder &amp; Lead Consultant at UnmaskEDU
Let's commit to a more inclusive #tech workforce.
#ExpandOpportunity #Techtok #POC https://t.co/X5Xglu5uUk",2,0,0,
142,2022-07-05 19:50:03+00:00,TheKnowledgeHou,"The Knowledge House is hiring!

Check out our website to #learn more about the role you are interested in Please share widely! ⬆️https://t.co/cFi2dGlU1q

#ExpandOppotunity #hiring #jobs #jobsearch #JobHunting #jobseeker #career #jobopportunity https://t.co/UQ4yO1Uyl8",1,0,2,
143,2022-07-01 18:02:28+00:00,TheKnowledgeHou,"We're always grateful for the many ways in which our corporate partners lend a hand to further our mission. Thank you for allowing Fellows to have access to the ""Bloomberg Market Concepts"" Course. @Bloomberg
#ExpandOpportunity #Coding #KnowledgePays https://t.co/iSCMOIGLCh",3,0,0,
144,2022-06-30 19:21:11+00:00,TheKnowledgeHou,"It’s important to bring tech skills training to our communities so that no one misses out on #lifechanging opportunities!
Check out our website and give us a follow to learn how you can get involved!
#ExpandOpportunity #ATL #TechinATL #Atlanta #KnowledgePays #Volunteer #TKHATL https://t.co/Yk0zRoYFBi",1,0,0,
145,2022-06-29 18:04:35+00:00,TheKnowledgeHou,"Congrats to #StaffOfTheMonth, Ashly Dominguez! Ashly's been with us for 3 months as our Recruitment &amp; #Community Engagement Manager &amp; has hit the ground🏃‍♀️leading her #team through tons of projects &amp; interviews around the⏰to ensure successful recruitment.
#ExpandOpportunity https://t.co/s7R1wW7TQR",2,0,0,
146,2022-06-27 18:00:37+00:00,TheKnowledgeHou,"We are excited and humbled to be a part of the first #tech center in the #Bronx. Check out the livestream of this impactful event: https://t.co/PaZiqdRbk2

To stay informed on upcoming events, turn on your post notifications.

#ExpandOpportunity #KnowledgeFrees #KnowledgePays https://t.co/u9lBxMB9NR",1,0,0,
147,2022-06-24 22:00:58+00:00,TheKnowledgeHou,"We're so excited for what’s to come for our KKCF #grads &amp; to our new fellows as well. Let’s give an 👏 applause to all of the #students who persisted throughout the program.

Congrats to each and every one of you!

#graduation #technology #careers #ExpandOpportunity https://t.co/2iYJrtzcph",2,0,0,
148,2022-06-22 18:07:41+00:00,TheKnowledgeHou,"Just as @CARE is excited to work with us, we're excited to be working with them to continue to #ExpandOpportunity to aspiring technologists in #Atlanta.
We are excited to officially begin our work with #ATL.
#tech #techprograms #nonprofit #techinatlanta
@RyanLShepard https://t.co/Ovms2AaPUv",2,0,0,
149,2022-06-21 18:02:18+00:00,TheKnowledgeHou,"👏Applause our #DataScience Innovation fellow, Dealo Mckeller!
When asked he said: ""In the near future, I see myself being a competent Data Analyst that uses their skills to analyze information and create meaningful and accurate conclusions.""

#ExpandOpportunity #StudentSpotlight https://t.co/spZe5ZiaHx",1,0,0,
150,2022-06-19 18:01:17+00:00,TheKnowledgeHou,"The Knowledge House wishes our Black community a #HappyJuneteenth in commemoration of the freeing of all enslaved people.

#ExpandOpportunity #june #juneteenth #freedomday #JuneteenthHistory #BlackHistory https://t.co/AG0Wn90Hsn",1,0,0,
151,2022-06-17 18:02:53+00:00,TheKnowledgeHou,"The Bronx Gigabit Center this weekend was a huge success! Thank you to our partner @AFHBronx &amp; @NYC__Tech NYC Mayor's Office @bronxbp @LinkNYC @BronxFoundation &amp; @ZenFi_Networks. We look forward to bring more digital literacy programs to the BX.
#ExpandOpporuntiy #KnowledgeFrees https://t.co/B6mJjRV30p",3,0,0,
152,2022-06-16 18:00:21+00:00,TheKnowledgeHou,"#TBT to our launch in #Atlanta! Our high schoolers started their coursework this week. We are excited to officially begin our work with #KKCFATL. 

#ExpandOpportunity #tech #techprograms #nonprofit #techinatlanta #atl https://t.co/DCqWGW5YyI",1,0,0,
153,2022-06-15 18:01:30+00:00,TheKnowledgeHou,"After working remotely for over 2 years it feels SO good to finally have the whole team all in one place again.

#ExpandOpportunity #retreat #staffretreat #thebestteam #remotework #tech #nonprofit https://t.co/ABmy3T0ob4",1,0,0,
154,2022-06-13 20:01:49+00:00,TheKnowledgeHou,"The Knowledge House will support you in everything you need, during and after the program!
Check out our website to see how you can support us in what we do.
#ExpandOpportunity #Tech #TechProgram #Bronx #Newark #Atlanta #LosAngeles #KnowledgePays https://t.co/mXBE7Cjjd3",1,0,0,
155,2022-06-11 18:00:09+00:00,TheKnowledgeHou,"We are so proud of 2021-2022 KKCF Graduates! We hope you continue to #ExpandOpportunity and keep trying to reach your goals.

Congrats! Check out the full video on our #youtubechannel.

#grad #graduation #tech #TechTraining #TechCertification #KnowledgePays https://t.co/PG9eDE9QKy",1,0,0,
156,2022-06-03 18:17:18+00:00,TheKnowledgeHou,"Thanks @CBSNews for this #feature on our Co-founder @JoeKnows718, #Innovation Fellow Graduate Quiana C. Berry &amp; Chief of Staff Nichelle Holder @bennetwork.
Share &amp; turn on your notifications for future events &amp; opportunities!
https://t.co/FnQi68XnXd
#ExpandOpportunity #Nonprofit https://t.co/a2BpoanXPA",1,0,1,
157,2022-06-02 18:00:37+00:00,TheKnowledgeHou,"Our 2021 KKCF Fellows are graduating! Let’s give an applause 👏  and honor all the high school students who completed our Fellowship!

#ExpandOpportunity #Graduation #HighschoolGraduation #celebrations https://t.co/LMAFUCpdcm",2,1,0,
158,2022-06-01 16:03:04+00:00,TheKnowledgeHou,"The Knowledge House hopes that our #LGTBQ+ community have a great pride month.

""When all Americans are treated as equal, no matter who they are or whom they love, we are all more free."" - President Barack Obama

#ExpandOpportunity #pride #pridemonth #happypride https://t.co/44xtBmJ21m",1,0,1,
159,2022-05-31 17:01:15+00:00,TheKnowledgeHou,"It’s the last day to apply! #DontwaitInnovate !

Apply for our 2022 Karim Kharbouch Coding Fellowship for #HighSchool youth and The #Innovation Fellowship for adults today.

#ExpandOpportunity #Tech #freetechtraining #Bronx #Atlanta #Newark #LosAngeles #KnowledgePays https://t.co/p6GIHSYHdZ",0,0,0,
160,2022-05-28 19:01:00+00:00,TheKnowledgeHou,"TKH &amp; @AFHBronx will be partnering w/ @NYC_CTO, Zenfi, @bronxbp, LinkNYC, CityBridge, &amp; Hugh O’Kane Electric to launch a Gigabit Center in the #Bronx June 11th, 12pm. https://t.co/srUmWiWHOs
#ExpandOpportunity #techlaunch #techevent #bronxevents #DigitalLiteracy #KnowledgePays https://t.co/coecesdyXB",1,0,0,
161,2022-05-28 15:00:07+00:00,TheKnowledgeHou,"TKH is here to support you in all your #tech endeavors. From #datascience to #WebDevelopment, we have a variety of free #techtraining for your future.
Apply now until May 31st. Four days left to #ExpandOpportunity!
#Tech #Bronx #Atlanta #Newark #LosAngeles #KnowledgePays https://t.co/iKwqDjZlcK",1,0,0,
162,2022-05-27 18:35:02+00:00,TheKnowledgeHou,"TKHwould like to celebrate our #StaffofTheMonth, Shetundra Pinkston!
She has hit the ground running to establish partnerships, engage with the #community and recruit young people for #Atlanta. 
Thank you again Shetundra!
#ExpandOpportunity #StaffAppreciationDay #TeamLeader https://t.co/lmp047V9pC",2,0,0,
163,2022-05-26 18:30:48+00:00,TheKnowledgeHou,"#Datascience a set of skills derived from #computerscience and #mathematics, and this set of skills can be universally applied in any discipline.
Apply for Data Science w/ #Python by May 31st, 2022.
#techcareers #Coding #Bronx #Newark #Atlanta #LosAngeles #SQL #KnowledgePays https://t.co/TEXWynuFMK",1,0,1,
164,2022-05-25 18:01:56+00:00,TheKnowledgeHou,"Is being a #webdeveloper a good career decision?
Apply for one of our tracks today and #ExpandOpportunity to learn and grow in a future facing sector.
Applications close in 6 days!!
#Techcareers #Coding #Bronx #Newark #Atlanta #LosAngeles #FreeTechPrograms #KnowledgePays https://t.co/n8QfydqscU",1,0,0,
165,2022-05-24 19:35:02+00:00,TheKnowledgeHou,"Today's feature for #StudentSpotlight is Sonali Shintre, #DataScience #Innovation Fellow.
She demonstrates inspiring leadership skills &amp; always able to clearly explain different variables of #MachineLearning to help her classmates.
#ExpandOpportuntiy #IF2022 #tech #KnowledgePays https://t.co/c98WCwhGgz",3,0,0,
166,2022-05-23 17:48:02+00:00,TheKnowledgeHou,"TKH only thrives when our Fellows are thriving. To succeed and #ExpandOpportunity, we strive to provide everything they need to be successful.
Apply Now until May 31st, 2022!
#Tech #Bronx #Atlanta #Newark #LosAngeles #KKCF2022 #IF2022 #KnowledgePays #KnowledgeFrees
@bennetwork https://t.co/Gp2DM1y1DG",1,0,2,
167,2022-05-21 16:01:27+00:00,TheKnowledgeHou,"Congrats to this week's early accepted students for our 2022 Karim Kharbouch Coding Fellowship! 

 Application deadline is May 31st. Apply Now.

#ExpandOpportunity #Tech #TechProgram #Bronx #Newark #Atlanta #LosAngeles #KKCF2022 #KnowledgePays #FreeCoding #HighSchoolPrograms https://t.co/Qb3DBLnVea",2,0,0,
168,2022-05-20 18:30:11+00:00,TheKnowledgeHou,"There is no better time to become a UX/UI designer—global demand, countless #jobopportunities, and the point that a well above the average #tech salary.
Learn more about #UXUI today. Apply now until May 31, 2022.
#ExpandOpportunity #techcareers #FreeTechPrograms #KnowledgePays https://t.co/ZqgNPKYHDe",1,0,1,
169,2022-05-20 14:30:14+00:00,TheKnowledgeHou,"From #Tech User to Tech Creator, TKH provides free #techtraining for your future.
Interested in being apart of this #techworkforce? Applications are available on the TKH site. Apply Now!
#ExpandOpportunity #Bronx #Atlanta #Newark #LosAngeles 
#KnowledgePays #KnowledgeFrees https://t.co/HUiu91vB4Y",2,0,0,
170,2022-05-19 17:53:22+00:00,TheKnowledgeHou,"UXUI is a need everywhere &amp; everyone has the potential to create with it! Become a #CareerChanger today w/ TKH.
Apply today for #UXUI until May 31, 2022!
#ExpandOpportunity #TechProgram #Coding #Bronx #Newark #Atlanta #LosAngeles #KKCF2022 #IF2022 #KnowledgePays #KnowledgeFrees https://t.co/KIUdCl2lJa",1,0,0,
171,2022-05-18 15:56:32+00:00,TheKnowledgeHou,"Calling all #LosAngeles residents! TKH is coming to your city! We'll be partnering w/ @NewEarthLife to kick off programming in #LA.
Join us June 7th 6PM https://t.co/ET3mGpRxDS
#ExpandOpportunity #Tech #Techworkforce #TechProgram #FreeCodingProgram #TKHLA #KnowledgePays
@ysimone https://t.co/HZ6SIVkxlu",1,0,1,
172,2022-05-17 18:45:04+00:00,TheKnowledgeHou,"Have you applied to TKH's #TechPrograms?
Both The #KarimKharbouchCodingFellowship for #HighSchool youth &amp; The #InnovationFellowship for adults are open!

#InnovateNow! https://t.co/mUNGi6mjGv

#ExpandOpportunity #Bronx #KnowledgePays #KnowledgeFrees #Atlanta #Newark #LosAngeles https://t.co/fAmxhmAaX5",1,0,0,
173,2022-05-16 22:01:04+00:00,TheKnowledgeHou,"#TKHLA is offering a new program in #LosAngeles!
TKH is teaming up with New Earth &amp; LA Rise to provide an Intro to Digital Design &amp; Communications starting next week, May 23rd.
Apply! https://t.co/Y4iOsmvC7d
#ExpandOpportunity #Tech #Techworkforce  #TechProgram #FreeCodingProgram https://t.co/gj1n7jp3fn",1,0,0,
174,2022-05-13 20:18:59+00:00,TheKnowledgeHou,"We can't wait to meet the new #fellows in #Atlanta! Thank you all for coming to celebrate our expansion to Atlanta with @WhatsYourCor &amp; @inspireduATL.

We'll be posting the highlights soon!

#ExpandOpportunity #TechProgram #Coding #KnowledgePays #FreeTechPrograms #techcareers https://t.co/haRR2Cz805",2,0,0,
175,2022-05-13 14:03:08+00:00,TheKnowledgeHou,"Check us out at @kreate_hub's Kreate Kulture #SummerFestival!!! We'll be spreading the word about careers in #tech.
Mark your calendars for May 21st for an all day block party with vendors, music, food a&amp; drinks!

#ExpandOpportuntiy #Festival #Bronx #BronxEvents #KnowledgePays https://t.co/8N0cLnsjHM",1,0,0,
176,2022-05-12 18:35:48+00:00,TheKnowledgeHou,"For us by us! At TKH, we make sure that our community has the chance to #ExpandOpportunity &amp; become part of the #techworkforce.
Apply by May 31st: https://t.co/mUNGi6mjGv

#Tech #TechProgram #Coding #Bronx #Newark #Atlanta #LosAngeles #FreeTechPrograms #techcareers #KnowledgePays https://t.co/x0JF5rWVfh",1,0,0,
